new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
ACADSB	autism	ENSG00000196177	36	0	1	0	0	0	0	0	0	0	0	0	"acyl-Coenzyme A dehydrogenase, short/branched chain"	2-MEBCAD|ACAD7|SBCAD	2-methyl branched chain acyl-CoA dehydrogenase|2-methylbutyryl-CoA dehydrogenase|OTTHUMP00000020685|OTTHUMP00000046795	10	10q26.13		0	1			0	0	0	0.0	
ASPG3	autism		449015	0	1	0	0	0	0	0	0	0	0	0	-	-	-	1	1q21-q22		0	1			0	0	0	0.0	
ASPG1	autism		431710	0	1	0	1	0	0	0	0	0	0	0	-	-	-	3	3q25-q27		0	2			0	0	0	0.0	
ADCYAP1	autism	ENSG00000141433	116	0	1	0	0	0	0	0	0	0	0	0	adenylate cyclase activating polypeptide 1 (pituitary)	MGC126852|PACAP	OTTHUMP00000162201|adenylate cyclase activating polypeptide	18	18p11		0	1			0	0	0	0.0	
IFNA1	autism	ENSG00000197919	3439	0	1	0	0	0	0	0	0	0	0	0	"interferon, alpha 1"	IFL|IFN|IFN-ALPHA|IFNA13|IFNA@|MGC138207|MGC138505|MGC138507	IFN-alpha 1b|OTTHUMP00000045110|interferon alpha 1b	9	9p22		0	1			0	0	0	0.0	
KAL1	autism	ENSG00000011201	3730	0	0	0	0	0	0	0	0	1	0	0	Kallmann syndrome 1 sequence	ADMLX|HHA|KAL|KALIG-1|KMS	Kallmann syndrome 1 protein|Kallmann syndrome interval gene 1|Kallmann syndrome-1 sequence (anosmin-1)|OTTHUMP00000022873|adhesion molecule-like X-linked|anosmin-1	X	Xp22.32		0	1			0	0	0	0.0	
PCDH10	autism	ENSG00000138650	57575	0	1	0	0	0	1	0	0	0	0	0	protocadherin 10	DKFZp761O2023|KIAA1400|MGC133344|OL-PCDH|PCDH19	ortholog of OL-pcdh	4	4q28.3		0	2			0	0	0	0.0	
FXR1	autism	ENSG00000114416	8087	0	1	0	0	0	0	0	0	0	0	0	"fragile X mental retardation, autosomal homolog 1"	-	fragile X mental retardation-related protein 1	3	3q28		0	1			0	0	0	0.0	
UPF3B	autism	ENSG00000125351	65109	0	0	0	0	1	0	0	0	0	0	0	UPF3 regulator of nonsense transcripts homolog B (yeast)	HUPF3B|MRXS14|RENT3B|UPF3X	OTTHUMP00000023923|OTTHUMP00000023924|UPF3 regulator of nonsense transcripts homolog B	X	Xq25-q26		0	1			0	0	0	0.0	
PENK	autism	ENSG00000181195	5179	0	1	0	0	0	0	0	0	0	0	0	proenkephalin	-	enkephalin A|preproenkephalin	8	8q23-q24		0	1			0	0	0	0.0	
MCPH1	autism	ENSG00000147316	79648	0	1	0	0	0	0	0	0	0	0	0	microcephalin 1	BRIT1|FLJ12847|MCT	"BRCT-repeat inhibitor of TERT expression 1|microcephalin|microcephaly, primary autosomal recessive 1"	8	8p23.1		0	1			0	0	0	0.0	
LOC441046	autism		441046	0	1	0	0	0	0	0	0	0	0	0	-	-	-	4	4q31.21		0	1			0	0	0	0.0	
MAB21L1	autism	ENSG00000180660	4081	0	1	0	0	0	0	0	0	0	0	0	mab-21-like 1 (C. elegans)	CAGR1|FLJ10197|Nbla00126	OTTHUMP00000018238|mab-21-like protein 1	13	13q13		0	1			0	0	0	0.0	
GFAP	autism	ENSG00000131095	2670	0	1	0	0	0	0	0	0	1	0	0	glial fibrillary acidic protein	FLJ45472	-	17	17q21		0	2			0	0	0	0.0	
NBEA	autism		26960	0	1	0	0	0	0	1	0	0	0	0	neurobeachin	BCL8B|LYST2	lysosomal trafficking regulator 2	13	13q13		0	2			0	0	0	0.0	
AP1S2	autism	ENSG00000182287	8905	0	0	0	0	1	0	0	0	0	0	0	"adaptor-related protein complex 1, sigma 2 subunit"	DC22|MGC:1902|MRX59|SIGMA1B	OTTHUMP00000022979|adaptor-related protein complex 1 sigma 2 subunit|clathrin adaptor complex AP1 sigma 1B subunit|clathrin assembly protein complex 1 sigma-1B small chain|clathrin-associated/assembly/adaptor protein small 1-like|golgi adaptor HA1/AP1 adaptin sigma 1B subunit	X	Xp22.2		0	1			0	0	0	0.0	
SERPINA1	autism	ENSG00000197249	5265	0	1	0	0	0	0	0	0	0	0	0	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"	A1A|A1AT|AAT|MGC23330|MGC9222|PI|PI1|PRO2275	"protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin|serine (or cysteine) proteinase inhibitor, clade A, member 1|serine proteinase inhibitor, clade A, member 1"	14	14q32.1		0	1			0	0	0	0.0	
DPP6	autism		1804	0	0	0	0	0	1	0	0	0	0	0	dipeptidyl-peptidase 6	DPPX|FLJ55680|MGC46605	dipeptidyl aminopeptidase IV-related protein|dipeptidyl aminopeptidase-like protein 6|dipeptidyl peptidase IV-related protein|dipeptidylpeptidase 6|dipeptidylpeptidase VI	7	7q36.2		0	1			0	0	0	0.0	
DPP4	autism	ENSG00000197635	1803	0	1	0	0	0	0	0	0	0	0	0	dipeptidyl-peptidase 4	ADABP|ADCP2|CD26|DPPIV|TP103	"T-cell activation antigen CD26|adenosine deaminase complexing protein 2|dipeptidylpeptidase 4|dipeptidylpeptidase IV|dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"	2	2q24.3		0	1			0	0	0	0.0	
GHR	autism	ENSG00000112964	2690	0	1	0	0	0	0	0	0	0	0	0	growth hormone receptor	GHBP	growth hormone binding protein|serum binding protein|somatotropin receptor	5	5p13-p12		0	1			0	0	0	0.0	
AVP	autism	ENSG00000101200	551	0	1	0	0	0	0	0	0	0	0	0	arginine vasopressin	ADH|ARVP|AVP-NPII|AVRP|VP	OTTHUMP00000030089|antidiuretic hormone|arginine vasopressin-neurophysin II|neurohypophyseal|vasopressin-neurophysin II-copeptin	20	20p13		0	1			0	0	0	0.0	
ARHGEF7	autism	ENSG00000102606	8874	0	0	0	0	1	0	0	0	0	0	0	Rho guanine nucleotide exchange factor (GEF) 7	BETA-PIX|COOL1|DKFZp686C12170|DKFZp761K1021|KIAA0142|KIAA0412|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	OTTHUMP00000178804|PAK-interacting exchange factor beta|SH3 domain-containing proline-rich protein|guanine nucleotide exchange factor 7|rho guanine nucleotide exchange factor 7	13	13q34		0	1			0	0	0	0.0	
ARHGEF6	autism	ENSG00000129675	9459	0	0	0	0	1	0	0	0	0	0	0	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	COOL2|Cool-2|KIAA0006|MRX46|PIXA|alpha-PIX|alphaPIX	"OTTHUMP00000062283|PAK-interacting exchange factor, alpha|Rac/Cdc42 guanine exchange factor (GEF) 6|Rac/Cdc42 guanine nucleotide exchange factor 6|mental retardation, X-linked 46|rho guanine nucleotide exchange factor 6"	X	Xq26.3		0	1			0	0	0	0.0	
CSN1S1	autism		1446	0	1	0	0	0	0	0	0	0	0	0	casein alpha s1	CASA|CSN1|MGC149368	"casein, alpha"	4	4q21.1		0	1			0	0	0	0.0	
BRWD3	autism	ENSG00000165288	254065	0	0	0	0	1	0	0	0	0	0	0	bromodomain and WD repeat domain containing 3	BRODL|FLJ38568|MRX93	OTTHUMP00000023606|OTTHUMP00000062096|bromo domain-containing protein disrupted in leukemia|novel WD repeat domain protein	X	Xq21.1		0	1			0	0	0	0.0	
GNAS	autism	ENSG00000087460	2778	0	1	0	0	0	1	0	0	0	0	0	GNAS complex locus	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|MGC33735|NESP|PHP1A|PHP1B|POH|dJ309F20.1.1|dJ806M20.3.3	"OTTHUMP00000031740|OTTHUMP00000031756|OTTHUMP00000196026|OTTHUMP00000196030|adenylate cyclase-stimulating G alpha protein|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1|guanine nucleotide regulatory protein|neuroendocrine secretory protein|secretogranin VI"	20	20q13.3		0	2			0	0	0	0.0	
DEGS1	autism	ENSG00000143753	8560	0	0	0	0	0	0	0	0	1	0	0	"degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)"	DEGS|DES1|Des-1|FADS7|MGC5079|MIG15|MLD	"OTTHUMP00000035598|degenerative spermatocyte homolog 1, lipid desaturase|degenerative spermatocyte homolog, lipid desaturase|dihydroceramide desaturase|membrane fatty acid (lipid) desaturase|migration-inducing gene 15 protein|sphingolipid delta 4 desaturase"	1	1q42.11		0	1			0	0	0	0.0	
ACSL4	autism	ENSG00000068366	2182	0	0	0	0	1	0	0	0	0	0	0	acyl-CoA synthetase long-chain family member 4	ACS4|FACL4|LACS4|MRX63|MRX68	"OTTHUMP00000023846|acyl-CoA synthetase 4|fatty-acid-Coenzyme A ligase, long-chain 4|lignoceroyl-CoA synthase|long-chain fatty-acid-Coenzyme A ligase 4"	X	Xq22.3-q23		0	1			0	0	0	0.0	
MBS1	autism		4156	0	0	0	0	0	0	0	0	1	0	0	Moebius syndrome 1	MBS	-	13	13q12.2		0	1			0	0	0	0.0	
TBC1D2	autism		55357	0	0	0	0	0	0	0	0	1	0	0	"TBC1 domain family, member 2"	DKFZp761D1823|FLJ10702|FLJ16244|FLJ42782|PARIS-1|PARIS1|TBC1D2A	"OTTHUMP00000021773|TBC1 domain family, member 2A|prostate antigen recognized and identified by SEREX"	9	9q22.33		0	1			0	0	0	0.0	
IL5	autism	ENSG00000113525	3567	0	1	0	0	0	0	0	0	0	0	0	"interleukin 5 (colony-stimulating factor, eosinophil)"	EDF|IL-5|TRF	B cell differentiation factor I|OTTHUMP00000065830|T-cell replacing factor|eosinophil differentiation factor|interleukin 5|interleukin-5	5	5q31.1		0	1			0	0	0	0.0	
CCL17	autism	ENSG00000102970	6361	0	1	0	0	0	0	0	0	0	0	0	chemokine (C-C motif) ligand 17	A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC	"OTTHUMP00000164673|T cell-directed CC chemokine|small inducible cytokine A17|small inducible cytokine subfamily A (Cys-Cys), member 17|thymus and activation-regulated chemokine"	16	16q13		0	1			0	0	0	0.0	
ATRX	autism	ENSG00000085224	546	0	1	0	0	1	0	0	0	0	0	0	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)"	ATR2|MGC2094|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	"DNA dependent ATPase and helicase|OTTHUMP00000024265|OTTHUMP00000062079|X-linked nuclear protein|Zinc finger helicase|helicase 2, X-linked|transcriptional regulator ATRX"	X	Xq13.1-q21.1		0	2			0	0	0	0.0	
LARGE	autism	ENSG00000133424	9215	0	0	0	0	0	0	1	0	0	0	0	like-glycosyltransferase	KIAA0609|MDC1D	OTTHUMP00000028624|acetylglucosaminyltransferase-like 1A|acetylglucosaminyltransferase-like protein|like-acetylglucosaminyltransferase	22	22q12.3		0	1			0	0	0	0.0	
DPYD	autism	ENSG00000188641	1806	0	1	0	0	0	1	0	0	0	0	0	dihydropyrimidine dehydrogenase	DHP|DHPDHASE|DPD|MGC132008|MGC70799	OTTHUMP00000037640|OTTHUMP00000058954|dihydrothymine dehydrogenase|dihydrouracil dehydrogenase	1	1p22		0	2			0	0	0	0.0	
CP	autism	ENSG00000047457	1356	0	1	0	0	0	0	0	0	0	0	0	ceruloplasmin (ferroxidase)	CP-2	ceruloplasmin	3	3q23-q25		0	1			0	0	0	0.0	
HTR2B	autism	ENSG00000135914	3357	0	0	0	0	0	0	0	0	1	0	0	5-hydroxytryptamine (serotonin) receptor 2B	5-HT(2B)|5-HT2B	5-HT 2B receptor|5-hydroxytryptamine 2B receptor	2	2q36.3-q37.1		0	1			0	0	0	0.0	
IL2	autism	ENSG00000109471	3558	0	1	0	0	0	0	0	0	0	0	0	interleukin 2	IL-2|TCGF|lymphokine	T cell growth factor|aldesleukin|interleukin-2|involved in regulation of T-cell clonal expansion	4	4q26-q27		0	1			0	0	0	0.0	
MTSS1	autism	ENSG00000170873	9788	0	0	0	0	0	0	0	0	1	0	0	metastasis suppressor 1	DKFZp781P2223|FLJ44694|KIAA0429|MIM|MIMA|MIMB	missing in metastasis	8	8p22		0	1			0	0	0	0.0	
ATP6AP2	autism	ENSG00000182220	10159	0	0	0	0	1	0	0	0	0	0	0	"ATPase, H+ transporting, lysosomal accessory protein 2"	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MGC99577|MRXE|MSTP009|XMRE	"ATPase, H+ transporting, lysosomal (vacuolar proton pump) membrane sector associated protein M8-9|ATPase, H+ transporting, lysosomal interacting protein 2|OTTHUMP00000025771|V-ATPase M8.9 subunit|embryonic liver differentiation factor 10|renin receptor|vacuolar proton ATP synthase membrane sector associated protein M8-9"	X	Xp11.4		0	1			0	0	0	0.0	
GRIK5	autism	ENSG00000105737	2901	0	0	0	0	0	0	0	0	1	0	0	"glutamate receptor, ionotropic, kainate 5"	EAA2|GRIK2|KA2	excitatory amino acid receptor 2|glutamate receptor KA2	19	19q13.2		0	1			0	0	0	0.0	
IL15	autism	ENSG00000164136	3600	0	1	0	0	0	0	0	0	0	0	0	interleukin 15	IL-15|MGC9721	OTTHUMP00000164617	4	4q31		0	1			0	0	0	0.0	
CHDS3	autism		387573	0	1	0	0	0	0	0	0	0	0	0	-	-	-	X	Xq23-q26		0	1			0	0	0	0.0	
ASPA	autism	ENSG00000108381	443	0	1	0	0	0	0	0	0	0	0	0	aspartoacylase (Canavan disease)	ACY2|ASP	aminoacylase 2|aspartoacylase	17	17pter-p13		0	1			0	0	0	0.0	
DAB1	autism	ENSG00000173406	1600	0	1	0	0	0	0	0	0	0	0	0	disabled homolog 1 (Drosophila)	-	OTTHUMP00000010045|OTTHUMP00000011753|disabled homolog 1	1	1p32-p31		0	1			0	0	0	0.0	
PDE4A	autism	ENSG00000065989	5141	0	1	0	0	0	0	0	0	0	0	0	"phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)"	DPDE2|PDE4|PDE46	"cAMP-specific phosphodiesterase|phosphodiesterase 4A|phosphodiesterase 4A, cAMP-specific (dunce|phosphodiesterase E2 dunce homolog, Drosophila|phosphodiesterase isozyme 4"	19	19p13.2		0	1			0	0	0	0.0	
IL1B	autism	ENSG00000125538	3553	0	1	0	0	0	0	0	0	0	0	0	"interleukin 1, beta"	IL-1|IL1-BETA|IL1F2	catabolin|preinterleukin 1 beta|pro-interleukin-1-beta	2	2q14		0	1			0	0	0	0.0	
CPA1	autism	ENSG00000091704	1357	0	1	0	0	0	0	0	0	0	0	0	carboxypeptidase A1 (pancreatic)	CPA	carboxypeptidase A1	7	7q32		0	1			0	0	0	0.0	
RPS27A	autism	ENSG00000143947	6233	0	1	0	0	0	0	0	0	0	0	0	ribosomal protein S27a	CEP80|HUBCEP80|UBA80|UBCEP1|UBCEP80	40S ribosomal protein S27a|ubiquitin and ribosomal protein S27a|ubiquitin carboxyl extension protein 80|ubiquitin-CEP80	2	2p16		0	1			0	0	0	0.0	
CHAT	autism	ENSG00000070748	1103	0	1	0	0	0	0	0	0	0	0	0	choline acetyltransferase	CMS1A|CMS1A2	OTTHUMP00000019583|OTTHUMP00000019584|acetyl CoA:choline O-acetyltransferase	10	10q11.2		0	1			0	0	0	0.0	
PDXK	autism	ENSG00000160209	8566	0	1	0	0	0	0	0	0	0	0	0	"pyridoxal (pyridoxine, vitamin B6) kinase"	C21orf124|C21orf97|DKFZp566A071|FLJ31940|FLJ37311|MGC15873|MGC31754|MGC52346|PKH|PNK|PRED79	pyridoxal kinase|pyridoxamine kinase|pyridoxine kinase|vitamin B6 kinase	21	21q22.3		0	1			0	0	0	0.0	
DCUN1D1	autism	ENSG00000043093	54165	0	1	0	0	0	0	0	1	1	0	0	"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)"	DCUN1L1|RP42|SCCRO|SCRO|Tes3	RP42 homolog|squamous cell carcinoma-related oncogene	3	3q26.3		0	3			0	0	0	0.0	
COPG2	autism		26958	0	1	0	0	0	0	0	1	1	0	0	"coatomer protein complex, subunit gamma 2"	2-COP|DKFZp761N09121|FLJ11781	"coat protein, nonclathrin, gamma-2-cop"	7	7q32		0	3			0	0	0	0.0	
STMN1	autism	ENSG00000117632	3925	0	0	0	0	0	0	0	0	1	0	0	stathmin 1	C1orf215|FLJ32206|LAP18|Lag|MGC138869|MGC138870|OP18|PP17|PP19|PR22|SMN	OTTHUMP00000008527|OTTHUMP00000008528|OTTHUMP00000008530|leukemia-associated phosphoprotein p18|metablastin|oncoprotein 18|phosphoprotein 19|prosolin|stathmin 1/oncoprotein 18	1	1p36.1-p35		0	1			0	0	0	0.0	
SLC40A1	autism	ENSG00000138449	30061	0	1	0	0	0	0	0	0	0	0	0	"solute carrier family 40 (iron-regulated transporter), member 1"	FPN1|HFE4|IREG1|MST079|MSTP079|MTP1|SLC11A3	"ferroportin 1|iron regulated gene 1|putative ferroportin 1 variant IIIB|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3"	2	2q32		0	1			0	0	0	0.0	
SNTG2	autism		54221	0	1	0	0	0	0	0	0	0	0	0	"syntrophin, gamma 2"	G2SYN|MGC133174|SYN5	gamma2-syntrophin|syntrophin 5	2	2p25.3		0	1			0	0	0	0.0	
XDH	autism	ENSG00000158125	7498	0	1	0	0	0	0	0	0	0	0	0	xanthine dehydrogenase	XO|XOR	OTTHUMP00000125231|xanthene dehydrogenase|xanthine oxidase|xanthine oxidoreductase	2	2p23.1		0	1			0	0	0	0.0	
ABCA7	autism	ENSG00000064687	10347	0	0	0	0	0	0	0	0	1	0	0	"ATP-binding cassette, sub-family A (ABC1), member 7"	ABCA-SSN|ABCX|FLJ40025	"ATP-binding cassette, sub-family A, member 7|autoantigen SS-N|macrophage ABC transporter"	19	19p13.3		0	1			0	0	0	0.0	
ACHE	autism	ENSG00000087085	43	0	1	0	0	0	0	0	0	0	0	0	acetylcholinesterase (Yt blood group)	ARACHE|N-ACHE|YT	acetylcholinesterase|apoptosis-related acetylcholinesterase	7	7q22		0	1			0	0	0	0.0	
HDLBP	autism	ENSG00000115677	3069	0	1	0	0	0	0	0	0	0	0	0	high density lipoprotein binding protein	FLJ16432|HBP|PRO2900|VGL	OTTHUMP00000164572|vigilin	2	2q37.3		0	1			0	0	0	0.0	
CCL2	autism	ENSG00000108691	6347	0	1	0	0	0	0	0	0	0	0	0	chemokine (C-C motif) ligand 2	GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|MGC9434|SCYA2|SMC-CF	"monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte secretory protein JE|small inducible cytokine A2|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2"	17	17q11.2-q12		0	1			0	0	0	0.0	
FBXO40	autism	ENSG00000163833	51725	0	0	0	0	0	1	0	0	0	0	0	F-box protein 40	FBX40|KIAA1195|MGC129902|MGC129903	muscle disease-related protein	3	3q13.33		0	1			0	0	0	0.0	
ASTN2	autism	ENSG00000148219	23245	0	0	0	0	0	1	0	0	0	0	0	astrotactin 2	KIAA0634|bA67K19.1	OTTHUMP00000022742|OTTHUMP00000064006|OTTHUMP00000162110|bA264C15.1 (astrotactin2)	9	9q33.1		0	1			0	0	0	0.0	
BTN1A1	autism	ENSG00000124557	696	0	1	0	0	0	0	0	0	0	0	0	"butyrophilin, subfamily 1, member A1"	BT|BTN	"OTTHUMP00000017981|bK14H9.2 (butyrophilin, subfamily 1, member A1)"	6	6p22.1		0	1			0	0	0	0.0	
PCDHA12	autism	ENSG00000214600	56137	0	1	0	0	0	0	0	0	0	0	0	protocadherin alpha 12	MGC138485|MGC141932|PCDH-ALPHA12	KIAA0345-like 2	5	5q31		0	1			0	0	0	0.0	
MRC1	autism	ENSG00000120586	4360	0	0	0	0	0	0	0	0	1	0	0	"mannose receptor, C type 1"	CD206|CLEC13D|MMR	OTTHUMP00000019245|OTTHUMP00000045206|macrophage mannose receptor|mannose receptor C type 1	10	10p12.33		0	1			0	0	0	0.0	
CPA5	autism	ENSG00000158525	93979	0	1	0	0	0	0	0	1	0	0	0	carboxypeptidase A5	FLJ35969	-	7	7q32		0	2			0	0	0	0.0	
B4GALT1	autism	ENSG00000086062	2683	0	0	0	0	0	0	1	0	0	0	0	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	B4GAL-T1|DKFZp686N19253|GGTB2|GT1|GTB|MGC50983|beta4Gal-T1	"OTTHUMP00000021196|UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase 1, membrane-bound form|glycoprotein-4-beta-galactosyltransferase 2|lactose synthase A protein"	9	9p13		0	1			0	0	0	0.0	
AUTS7	autism		100188816	1	1	0	1	0	0	0	0	0	1	0	-	-	-	17	17q21		0	4			0	0	0	0.0	
SNORD123	autism		100113384	0	0	0	0	0	0	0	0	0	1	0	"small nucleolar RNA, C/D box 123"	-	-	5	5p15.2		0	1			0	0	0	0.0	
AUTS3	autism		387577	1	1	0	1	0	0	0	0	1	1	0	-	-	-	13	13q14.2-q14.1		0	5			0	0	0	0.0	
MEHMO	autism		8422	0	0	0	0	0	0	0	0	1	0	0	"mental retardation, epileptic seizures, hypogonadism and -genitalism, microcephaly and obesity syndrome"	-	-	X	Xp22.13-p21.1		0	1			0	0	0	0.0	
AUTS6	autism		554314	1	1	0	0	0	0	0	0	1	1	0	-	-	-	17	17q21		0	4			0	0	0	0.0	
LOC100131678	autism		100131678	0	1	0	0	0	0	0	0	0	1	0	-	-	-	5	5p14.1		0	2			0	0	0	0.0	
ATP7A	autism	ENSG00000165240	538	0	0	0	0	1	0	0	0	0	0	0	"ATPase, Cu++ transporting, alpha polypeptide"	FLJ17790|MK|MNK	Cu++-transporting P-type ATPase|Menkes disease-associated protein|OTTHUMP00000023593|OTTHUMP00000062077|copper pump 1|copper-transporting ATPase 1	X	Xq13.2-q13.3		0	1			0	0	0	0.0	
ADRA1A	autism	ENSG00000120907	148	0	0	0	0	1	0	0	0	0	0	0	"adrenergic, alpha-1A-, receptor"	ADRA1C|ADRA1L1|ALPHA1AAR	"G protein coupled receptor|OTTHUMP00000125313|adrenergic, alpha -1A-, receptor|adrenergic, alpha-1A-, receptor variant 1|adrenergic, alpha-1A-, receptor variant 3|adrenergic, alpha-1A-, receptor variant 5|adrenergic, alpha-1A-, receptor variant 8|adrenergic, alpha-1C-, receptor|alpha-1A-adrenergic receptor"	8	8p21-p11.2		0	1			0	0	0	0.0	
HSPD1	autism	ENSG00000144381	3329	0	1	0	0	0	0	0	0	0	0	0	heat shock 60kDa protein 1 (chaperonin)	CPN60|GROEL|HLD4|HSP60|HSP65|HuCHA60|SPG13	P60 lymphocyte protein|chaperonin|heat shock protein 65|mitochondrial matrix protein P1|short heat shock protein 60 Hsp60s1	2	2q33.1		0	1			0	0	0	0.0	
CACNA1C	autism		775	0	1	0	0	0	0	0	1	0	0	0	"calcium channel, voltage-dependent, L type, alpha 1C subunit"	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|MGC120730|TS	"DHPR, alpha-1 subunit|calcium channel, L type, alpha 1 polypeptide, isoform 1, cardic muscle|calcium channel, cardic dihydropyridine-sensitive, alpha-1 subunit|voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 10*|voltage-gated calcium channel alpha subunit Cav1.2"	12	12p13.3		0	2			0	0	0	0.0	
CYB5R3	autism	ENSG00000100243	1727	0	0	0	0	0	1	0	0	0	0	0	cytochrome b5 reductase 3	B5R|DIA1	NADH-cytochrome b5 reductase|OTTHUMP00000028761|diaphorase (NADH) (cytochrome b-5 reductase)	22	22q13.31-qter|22q13.2-q13.31		0	1			0	0	0	0.0	
PIP5K1B	autism	ENSG00000107242	8395	0	0	0	0	0	1	0	0	0	0	0	"phosphatidylinositol-4-phosphate 5-kinase, type I, beta"	MSS4|STM7	OTTHUMP00000021423	9	9q13		0	1			0	0	0	0.0	
GABBR1	autism	ENSG00000204681	2550	0	1	0	0	0	0	0	0	0	0	0	"gamma-aminobutyric acid (GABA) B receptor, 1"	FLJ92613|GABABR1|GABBR1-3|GB1|GPRC3A|dJ271M21.1.1|dJ271M21.1.2	"GABA-B receptor|GABAB, subunit 1c|OTTHUMP00000029114|OTTHUMP00000029115|OTTHUMP00000029116|OTTHUMP00000109099|gamma-aminobutyric acid (GABA) B receptor 1|gamma-aminobutyric acid type B receptor subunit 1|seven transmembrane helix receptor"	6	6p21.31		0	1			0	0	0	0.0	
GABBR2	autism	ENSG00000136928	9568	0	1	0	0	0	0	0	0	0	0	0	"gamma-aminobutyric acid (GABA) B receptor, 2"	FLJ36928|GABABR2|GPR51|GPRC3B|HG20|HRIHFB2099	G protein-coupled receptor 51|OTTHUMP00000021776|OTTHUMP00000063797	9	9q22.1-q22.3		0	1			0	0	0	0.0	
RPL10P16	autism		284393	0	1	0	0	0	0	0	0	0	0	0	ribosomal protein L10 pseudogene 16	RPL10_6_1628	-	19	19p13.13		0	1			0	0	0	0.0	
SDC2	autism	ENSG00000169439	6383	0	1	0	0	0	0	0	0	1	0	0	syndecan 2	HSPG|HSPG1|SYND2	"cell surface-associated heparan sulfate proteoglycan 1|fibroglycan|heparan sulfate proteoglycan 1, cell surface-associated|heparan sulfate proteoglycan core protein|syndecan proteoglycan 2"	8	8q22-q23		0	2			0	0	0	0.0	
MBP	autism	ENSG00000197971	4155	0	1	0	0	0	0	0	0	0	0	0	myelin basic protein	MGC99675	Golli-mbp|OTTHUMP00000174383|OTTHUMP00000174384|OTTHUMP00000174385|OTTHUMP00000174386	18	18q23		0	1			0	0	0	0.0	
HTN1	autism	ENSG00000126550	3346	0	1	0	0	0	0	0	0	0	0	0	histatin 1	HIS1	-	4	4q13		0	1			0	0	0	0.0	
SCN7A	autism	ENSG00000136546	6332	0	0	0	0	0	1	0	0	0	0	0	"sodium channel, voltage-gated, type VII, alpha"	SCN6A	"sodium channel, voltage-gated, type VI, alpha polypeptide|sodium channel, voltage-gated, type VII, alpha polypeptide|voltage-dependent sodium channel alpha subunit"	2	2q21-q23		0	1			0	0	0	0.0	
RHOD	autism	ENSG00000173156	29984	0	1	0	0	0	0	0	0	0	0	0	"ras homolog gene family, member D"	ARHD|RHOHP1|RHOM|Rho	"Rho-related GTP-binding protein RhoD|Rho-related protein HP1|ras homolog D|ras homolog gene family, member A"	11	11q14.3		0	1			0	0	0	0.0	
CAT	autism	ENSG00000121691	847	0	1	0	0	0	0	0	0	0	0	0	catalase	MGC138422|MGC138424	-	11	11p13		0	1			0	0	0	0.0	
APLN	autism	ENSG00000171388	8862	0	0	0	0	0	0	0	0	1	0	0	apelin	XNPEP2	"apelin, AGTRL1 ligand|peptide ligand for APJ receptor"	X	Xq25-q26.3		0	1			0	0	0	0.0	
GPC1	autism	ENSG00000063660	2817	0	1	0	0	0	0	0	0	0	0	0	glypican 1	FLJ38078|glypican	glypican proteoglycan 1	2	2q35-q37		0	1			0	0	0	0.0	
KDM5C	autism	ENSG00000126012	8242	0	1	0	0	1	0	1	0	0	0	0	lysine (K)-specific demethylase 5C	DXS1272E|JARID1C|MRXJ|MRXSJ|SMCX|XE169	"JmjC domain-containing protein SMCX|Jumonji, AT rich interactive domain 1C (RBP2-like)|Jumonji/ARID domain-containing protein 1C|OTTHUMP00000023342|Smcx homolog, X chromosome|Smcy homolog, X-linked|jumonji, AT rich interactive domain 1C|selected cDNA on X"	X	Xp11.22-p11.21		0	3			0	0	0	0.0	
